drug1_id,drug2_id,level
6720,1018,Moderate
2305,1018,Major
1018,692,Moderate
1018,575,Moderate
1018,3485,Moderate
1221,1018,Major
1018,6627,Major
3117,1018,Minor
1018,3129,Major
2632,1018,Major
199,1018,Moderate
3536,1018,Major
1228,1018,Major
3783,1018,Moderate
1018,9526,Major
999,1018,Major
1018,455,Major
4432,1018,Moderate
3265,1018,Moderate
2332,1018,Major
1018,3998,Major
3981,1018,Major
471,1018,Moderate
1018,543,Minor
205,1018,Major
1604,1018,Moderate
1019,1018,Moderate
996,1018,Moderate
490,1018,Moderate
7073,1018,Major
5530,1018,Minor
1018,192,Major
4612,1018,Major
1250,1018,Moderate
7061,1018,Major
1018,5715,Moderate
8051,1018,Major
1018,6636,Major
3650,1018,Major
5354,1018,Moderate
3933,1018,Major
7690,1018,Major
1475,1018,Major
1018,9797,Moderate
5206,1018,Moderate
5617,1018,Major
2615,1018,Major
1018,8666,Major
1018,3391,Moderate
6632,1018,Moderate
1018,3910,Major
2025,1018,Moderate
1018,454,Moderate
3398,1018,Moderate
729,1018,Moderate
672,1018,Major
3510,1018,Minor
5115,1018,Major
1018,970,Moderate
5631,1018,Moderate
191,1018,Moderate
573,1018,Minor
298,1018,Moderate
1371,1018,Major
6350,1018,Minor
2790,1018,Minor
5423,1018,Moderate
1018,5996,Moderate
3931,1018,Major
491,1018,Major
483,1018,Moderate
581,1018,Moderate
2213,1018,Major
6690,1018,Moderate
1018,4754,Moderate
1317,1018,Moderate
6850,1018,Moderate
7029,1018,Major
7071,1018,Moderate
7459,455,Moderate
3759,6464,Moderate
3759,4839,Moderate
3759,6166,Moderate
2186,3759,Moderate
3759,1388,Major
3759,83,Major
3759,189,Moderate
3759,177,Moderate
3759,1249,Moderate
3759,4406,Moderate
3759,9137,Moderate
3759,4361,Moderate
111,3759,Moderate
3759,1532,Moderate
3759,7364,Moderate
3759,511,Major
3759,1703,Major
3759,4705,Major
3759,2326,Major
3759,6015,Major
3759,5973,Major
3759,3129,Moderate
3759,6375,Moderate
3759,173,Moderate
3759,3783,Moderate
3759,479,Moderate
3759,527,Moderate
3759,261,Moderate
3759,3349,Moderate
3759,917,Moderate
3759,9174,Moderate
3759,10218,Moderate
3759,537,Moderate
3759,720,Moderate
3759,2210,Major
3759,7798,Moderate
3759,6136,Major
3759,8446,Moderate
3759,4829,Moderate
3759,4481,Moderate
3759,4404,Moderate
3759,1317,Moderate
3759,1320,Moderate
1527,228,Moderate
208,1527,Moderate
179,1527,Minor
2361,1527,Moderate
568,1527,Moderate
1527,6816,Moderate
1527,178,Moderate
1527,4406,Moderate
111,1527,Moderate
217,1527,Moderate
1221,1527,Moderate
1527,266,Minor
455,1527,Moderate
2636,1527,Minor
2211,1527,Moderate
4222,1527,Moderate
261,1527,Moderate
7061,1527,Minor
3650,1527,Moderate
720,1527,Minor
1527,313,Moderate
5797,1527,Moderate
491,3975,Minor
1233,491,Moderate
4638,491,Moderate
4435,491,Moderate
4755,491,Moderate
491,4839,Moderate
491,2260,Minor
491,228,Moderate
491,7296,Moderate
4808,491,Moderate
7226,491,Moderate
491,125,Moderate
623,491,Moderate
7900,491,Moderate
491,4199,Moderate
1298,491,Major
6166,491,Moderate
3057,491,Major
491,179,Major
491,5824,Moderate
7459,491,Moderate
9467,491,Moderate
2186,491,Moderate
491,2247,Moderate
491,1388,Minor
3939,491,Minor
189,491,Moderate
491,7195,Moderate
7212,491,Moderate
1488,491,Moderate
491,178,Moderate
2241,491,Moderate
491,5570,Moderate
491,8285,Moderate
4731,491,Moderate
491,4406,Moderate
491,1933,Moderate
9137,491,Moderate
984,491,Moderate
491,4361,Moderate
10181,491,Moderate
491,10254,Minor
491,2149,Moderate
491,9108,Major
111,491,Moderate
491,440,Moderate
491,1980,Minor
491,7204,Moderate
302,491,Moderate
491,422,Minor
491,511,Moderate
7810,491,Major
491,4705,Major
491,2326,Major
491,4557,Moderate
491,497,Major
491,6960,Major
2083,491,Moderate
491,4998,Moderate
491,2305,Minor
491,692,Moderate
491,1221,Major
491,266,Minor
491,2632,Major
491,199,Moderate
491,1289,Moderate
491,1311,Moderate
491,6375,Moderate
491,173,Moderate
3783,491,Moderate
4222,491,Moderate
3265,491,Moderate
3981,491,Major
479,491,Moderate
491,527,Moderate
491,261,Moderate
491,543,Moderate
491,205,Major
491,1604,Moderate
996,491,Moderate
490,491,Moderate
491,7073,Major
491,192,Major
1250,491,Moderate
491,8666,Moderate
491,5597,Moderate
491,211,Moderate
537,491,Moderate
491,7501,Moderate
5206,491,Moderate
6632,491,Moderate
1475,491,Moderate
491,4756,Minor
2025,491,Moderate
491,10205,Moderate
491,720,Minor
491,3398,Moderate
729,491,Minor
491,5224,Minor
491,7639,Minor
491,2210,Moderate
491,313,Moderate
491,1270,Minor
191,491,Moderate
7798,491,Moderate
491,6136,Moderate
491,298,Moderate
491,8446,Moderate
1371,491,Moderate
6350,491,Minor
491,1307,Major
5423,491,Moderate
491,483,Minor
491,3479,Major
581,491,Moderate
491,6690,Moderate
4752,491,Major
491,1317,Moderate
4632,3975,Minor
208,3975,Minor
179,3975,Moderate
2361,3975,Minor
568,3975,Moderate
3975,6816,Moderate
520,3975,Moderate
217,3975,Minor
3975,266,Moderate
2211,3975,Minor
15,3975,Moderate
7061,3975,Minor
2300,3975,Minor
5617,3975,Minor
2615,3975,Minor
720,3975,Moderate
22,3975,Minor
903,3975,Moderate
8675,179,Major
8675,440,Moderate
217,8675,Major
1221,8675,Major
8675,1289,Moderate
2636,8675,Minor
7061,8675,Major
3650,8675,Major
8675,7501,Moderate
1253,4694,Minor
1253,6166,Minor
1253,10203,Minor
1253,1489,Minor
1253,1267,Minor
1253,7810,Minor
1253,6632,Minor
1253,2119,Moderate
1253,1317,Minor
15,1234,Moderate
15,4455,Moderate
15,4683,Moderate
15,7264,Moderate
15,5292,Moderate
15,152,Moderate
7900,15,Moderate
15,110,Major
15,6166,Moderate
2296,15,Major
15,179,Minor
15,3354,Moderate
15,222,Major
15,7899,Moderate
15,5812,Major
15,1259,Moderate
15,8029,Major
15,5678,Moderate
984,15,Moderate
15,10254,Moderate
15,2149,Moderate
2575,15,Moderate
15,511,Moderate
7810,15,Minor
15,6720,Minor
15,497,Minor
15,6960,Minor
15,4998,Moderate
15,8297,Moderate
2642,15,Moderate
15,4432,Moderate
15,3513,Moderate
15,3349,Moderate
15,8666,Moderate
15,10218,Moderate
15,9797,Moderate
15,3398,Moderate
15,2526,Minor
15,903,Moderate
15,6136,Major
1371,15,Moderate
5423,15,Moderate
15,483,Moderate
15,4752,Moderate
9320,4761,Moderate
4761,2260,Moderate
4761,1834,Moderate
4761,1289,Moderate
1311,4761,Moderate
4761,3349,Moderate
2119,4761,Moderate
1233,4632,Moderate
1233,477,Moderate
9320,1233,Moderate
1233,2260,Moderate
1233,228,Moderate
1233,208,Moderate
1233,568,Moderate
1233,178,Moderate
1233,1267,Moderate
111,1233,Moderate
1233,1834,Minor
1233,1289,Minor
1233,261,Moderate
1233,5617,Moderate
1233,2615,Moderate
1233,720,Moderate
1233,2119,Minor
5797,1233,Moderate
1457,208,Moderate
1457,179,Moderate
1457,6816,Moderate
1457,1267,Moderate
1457,440,Moderate
1457,217,Moderate
1457,1221,Moderate
1457,1289,Moderate
1457,2636,Minor
1457,471,Moderate
1457,7061,Moderate
1457,3650,Moderate
1457,7501,Moderate
208,1234,Moderate
2361,1234,Moderate
1234,568,Moderate
1234,6816,Moderate
520,1234,Moderate
788,1234,Moderate
1234,1289,Minor
2636,1234,Moderate
1234,2211,Moderate
471,1234,Moderate
2300,1234,Moderate
1234,675,Moderate
903,1234,Moderate
8737,1234,Moderate
211,1234,Moderate
5032,6464,Moderate
1248,179,Moderate
1248,440,Moderate
1248,217,Moderate
1248,1221,Moderate
1248,1834,Moderate
1248,1289,Moderate
1248,2636,Minor
1248,471,Moderate
1248,7061,Moderate
1248,3650,Moderate
1248,7501,Moderate
1248,903,Moderate
1888,9526,Major
1267,9526,Major
3536,9526,Major
7061,9526,Major
7690,9526,Major
4314,455,Moderate
4638,568,Moderate
4435,568,Moderate
4694,568,Minor
4755,568,Moderate
4839,568,Moderate
8619,568,Moderate
3922,568,Moderate
568,2260,Minor
568,228,Moderate
7296,568,Moderate
4808,568,Moderate
7226,568,Moderate
125,568,Moderate
623,568,Moderate
7900,568,Moderate
568,4199,Moderate
1298,568,Major
6166,568,Moderate
3057,568,Major
179,568,Moderate
568,5824,Moderate
7459,568,Moderate
9467,568,Moderate
2186,568,Moderate
568,2247,Moderate
568,1388,Moderate
568,1353,Major
3939,568,Minor
1259,568,Minor
189,568,Moderate
568,7195,Moderate
7212,568,Moderate
568,459,Minor
195,568,Moderate
1488,568,Moderate
1489,568,Moderate
568,6816,Moderate
568,178,Moderate
2241,568,Moderate
568,5615,Major
568,2862,Major
568,1267,Minor
5570,568,Moderate
8285,568,Moderate
568,2575,Major
7738,568,Moderate
8029,568,Moderate
4731,568,Moderate
7052,568,Moderate
568,4406,Moderate
1933,568,Moderate
9137,568,Moderate
984,568,Moderate
4361,568,Moderate
10181,568,Moderate
568,10254,Moderate
2149,568,Moderate
9108,568,Major
111,568,Moderate
568,440,Moderate
568,1980,Minor
568,7204,Moderate
302,568,Minor
568,422,Minor
511,568,Moderate
7810,568,Moderate
568,4705,Major
568,2326,Major
4557,568,Moderate
1586,568,Moderate
497,568,Moderate
6960,568,Moderate
2083,568,Moderate
568,4998,Moderate
2305,568,Moderate
568,692,Moderate
6518,568,Minor
1221,568,Major
568,266,Minor
2632,568,Major
199,568,Moderate
568,5970,Moderate
568,1289,Moderate
1311,568,Moderate
6375,568,Moderate
9524,568,Moderate
173,568,Moderate
3783,568,Moderate
4432,568,Minor
4222,568,Moderate
3265,568,Moderate
568,866,Minor
2332,568,Moderate
119,568,Moderate
3981,568,Major
479,568,Moderate
527,568,Moderate
261,568,Moderate
568,543,Moderate
205,568,Moderate
1604,568,Moderate
568,7666,Major
996,568,Moderate
490,568,Moderate
7073,568,Major
192,568,Major
1250,568,Moderate
8666,568,Moderate
8051,568,Major
568,5597,Moderate
568,6723,Moderate
568,8874,Moderate
568,9151,Moderate
537,568,Moderate
568,7501,Moderate
1840,568,Moderate
5206,568,Moderate
6632,568,Moderate
1475,568,Moderate
3910,568,Moderate
568,4756,Minor
2025,568,Moderate
568,10205,Moderate
720,568,Minor
3398,568,Moderate
568,2526,Moderate
729,568,Moderate
568,201,Moderate
568,5224,Minor
7639,568,Minor
214,568,Moderate
568,970,Moderate
2210,568,Moderate
568,313,Moderate
568,1270,Minor
568,656,Moderate
191,568,Moderate
7798,568,Moderate
6136,568,Moderate
166,568,Moderate
298,568,Moderate
568,8446,Major
1371,568,Moderate
568,1567,Moderate
6350,568,Minor
568,1307,Major
568,3930,Moderate
5423,568,Moderate
568,5996,Moderate
483,568,Minor
568,3479,Major
581,568,Moderate
6690,568,Minor
10210,568,Minor
10209,568,Moderate
4752,568,Moderate
568,4754,Moderate
1317,568,Minor
6850,568,Minor
7029,568,Minor
7071,568,Moderate
7047,568,Moderate
9467,4632,Moderate
9467,477,Moderate
9467,228,Moderate
9467,5998,Moderate
9467,208,Minor
9467,179,Moderate
2361,9467,Moderate
9467,178,Moderate
9467,4406,Moderate
111,9467,Moderate
9467,266,Moderate
9467,2211,Moderate
9467,4222,Moderate
9467,261,Moderate
9467,211,Moderate
9467,5617,Moderate
9467,2615,Moderate
9467,720,Moderate
9467,313,Moderate
7869,10091,Moderate
7900,7869,Moderate
7869,6166,Moderate
3939,7869,Major
7869,422,Minor
7869,511,Moderate
7869,4756,Minor
7869,7639,Minor
5423,7869,Moderate
7869,483,Moderate
7869,3479,Major
128,5998,Moderate
128,675,Moderate
208,4683,Moderate
520,4683,Moderate
3921,455,Moderate
3921,1303,Minor
3921,3327,Major
3921,486,Moderate
5797,3921,Moderate
4638,4632,Moderate
4632,4435,Moderate
4632,4755,Moderate
4632,4839,Moderate
4632,2260,Minor
4632,228,Moderate
4632,7296,Moderate
4632,4808,Moderate
4632,7226,Moderate
4632,125,Moderate
4632,623,Moderate
7900,4632,Moderate
4632,4199,Moderate
4632,1298,Major
4632,6166,Moderate
3057,4632,Major
4632,179,Moderate
4632,5824,Moderate
4632,7459,Moderate
2186,4632,Moderate
4632,2247,Moderate
4632,1388,Minor
3939,4632,Major
4632,1259,Minor
4632,189,Moderate
4632,7195,Moderate
7212,4632,Moderate
4632,1488,Moderate
4632,178,Moderate
4632,2241,Moderate
4632,5570,Moderate
4632,8285,Moderate
4731,4632,Moderate
4632,4406,Moderate
4632,1933,Moderate
4632,9137,Moderate
984,4632,Moderate
4632,4361,Moderate
111,4632,Moderate
4632,440,Moderate
4632,1980,Minor
4632,7204,Moderate
4632,302,Moderate
4632,422,Minor
4632,511,Moderate
7810,4632,Moderate
4632,4705,Major
4632,2326,Major
4632,4557,Moderate
4632,497,Moderate
4632,6960,Moderate
4632,2083,Moderate
4632,4998,Moderate
4632,2305,Minor
4632,692,Moderate
4632,1221,Major
4632,266,Minor
4632,2632,Major
4632,199,Moderate
4632,1289,Moderate
4632,1311,Moderate
4632,6375,Moderate
4632,173,Moderate
4632,3783,Moderate
4632,4432,Minor
4632,4222,Moderate
3265,4632,Moderate
3981,4632,Major
4632,479,Moderate
4632,527,Moderate
4632,261,Moderate
4632,543,Moderate
4632,205,Moderate
4632,1604,Moderate
996,4632,Moderate
490,4632,Moderate
4632,7073,Major
4632,192,Major
1250,4632,Moderate
4632,8666,Moderate
4632,5597,Moderate
4632,211,Moderate
4632,537,Moderate
4632,7501,Moderate
4632,5206,Moderate
4632,6632,Moderate
4632,1475,Moderate
4632,4756,Minor
2025,4632,Moderate
4632,10205,Moderate
4632,720,Moderate
4632,3398,Moderate
4632,729,Moderate
4632,5224,Moderate
4632,7639,Minor
4632,2210,Moderate
4632,313,Moderate
4632,1270,Minor
191,4632,Moderate
4632,7798,Moderate
4632,6136,Moderate
4632,298,Moderate
4632,8446,Moderate
1371,4632,Moderate
6350,4632,Minor
4632,1307,Major
5423,4632,Moderate
4632,483,Moderate
4632,3479,Major
581,4632,Moderate
4632,6690,Moderate
4632,4752,Moderate
4632,1317,Minor
4638,477,Moderate
4638,9320,Moderate
4638,2260,Moderate
4638,228,Moderate
4638,208,Moderate
4638,178,Moderate
4638,1267,Moderate
4638,111,Moderate
4638,1834,Minor
4638,1289,Minor
4638,261,Moderate
4638,5617,Moderate
4638,2615,Moderate
4638,720,Moderate
4638,2119,Minor
4638,5797,Moderate
5797,9968,Moderate
4986,477,Moderate
4986,179,Moderate
4986,6816,Moderate
4986,440,Moderate
217,4986,Moderate
4986,1221,Moderate
4986,1289,Moderate
2636,4986,Minor
471,4986,Moderate
7061,4986,Moderate
3650,4986,Moderate
4986,7501,Moderate
720,4986,Moderate
4986,22,Moderate
903,4986,Moderate
8647,2171,Moderate
8571,4455,Moderate
4694,2636,Moderate
4755,2636,Moderate
2636,3512,Moderate
9320,8571,Moderate
8571,2260,Moderate
8571,10377,Moderate
2636,6854,Moderate
4808,2636,Moderate
2636,7264,Moderate
7159,2636,Moderate
6166,2636,Moderate
2636,7626,Moderate
2186,2636,Moderate
8571,7195,Moderate
2636,459,Moderate
195,2636,Moderate
7738,8571,Moderate
2141,2636,Moderate
8571,5678,Moderate
2636,9694,Moderate
2636,2494,Moderate
2636,10254,Moderate
3917,2636,Moderate
2636,7204,Moderate
2636,10013,Moderate
2636,2305,Moderate
2636,3485,Moderate
3117,2636,Moderate
2636,3129,Moderate
2642,2636,Moderate
8571,1834,Moderate
8571,1289,Moderate
1311,8571,Minor
3783,8571,Moderate
119,2636,Moderate
3513,8571,Moderate
261,2636,Moderate
917,2636,Moderate
9155,8571,Minor
8571,3327,Moderate
920,2636,Moderate
2636,3398,Moderate
729,2636,Moderate
2636,672,Moderate
10205,8571,Moderate
2636,675,Moderate
903,2636,Moderate
8571,4963,Moderate
8571,1270,Moderate
8571,7814,Moderate
2119,8571,Moderate
6136,2636,Moderate
1371,8571,Moderate
5423,2636,Moderate
4553,8571,Major
2483,2636,Moderate
10210,2636,Moderate
10209,2636,Moderate
1317,2636,Moderate
4435,477,Moderate
9320,4435,Moderate
4435,2260,Moderate
4435,228,Moderate
208,4435,Moderate
4435,178,Moderate
4435,1267,Moderate
111,4435,Moderate
4435,1834,Minor
4435,1289,Minor
4435,261,Moderate
4435,5617,Moderate
4435,2615,Moderate
4435,720,Moderate
2119,4435,Minor
5797,4435,Moderate
3349,1221,Minor
805,3485,Moderate
9352,5032,Minor
9320,1532,Moderate
1532,2260,Moderate
1532,4406,Moderate
1532,1834,Moderate
1532,1289,Moderate
1311,1532,Minor
1532,3349,Moderate
2119,1532,Moderate
1532,5032,Moderate
4404,1532,Moderate
4694,228,Moderate
4694,179,Moderate
4694,2361,Moderate
4694,178,Moderate
4694,520,Minor
4694,4406,Moderate
4694,111,Moderate
4694,266,Moderate
4694,4222,Moderate
4694,471,Moderate
4694,261,Moderate
4694,15,Minor
4694,2300,Minor
4694,720,Moderate
4694,675,Moderate
4694,903,Moderate
4694,313,Moderate
4694,8737,Moderate
4755,228,Moderate
208,4755,Moderate
4755,179,Moderate
2361,4755,Moderate
4755,6816,Moderate
4755,178,Moderate
111,4755,Moderate
4755,217,Moderate
4755,266,Moderate
4755,2211,Moderate
4755,471,Moderate
4755,261,Minor
4755,7061,Moderate
4755,5617,Moderate
4755,2615,Moderate
4755,720,Minor
4755,22,Moderate
4755,903,Moderate
228,2588,Moderate
208,2588,Moderate
179,2588,Minor
2361,2588,Major
6816,2588,Major
178,2588,Moderate
4406,2588,Moderate
111,2588,Moderate
266,2588,Minor
455,2588,Moderate
4222,2588,Moderate
261,2588,Moderate
720,2588,Minor
313,2588,Moderate
9035,179,Moderate
788,9035,Moderate
9035,455,Moderate
211,9035,Moderate
10130,208,Minor
10130,788,Minor
10130,520,Minor
10130,621,Minor
10130,15,Minor
10130,2300,Minor
10130,1303,Minor
4839,477,Moderate
7296,477,Moderate
7226,477,Moderate
125,477,Moderate
623,477,Moderate
7159,477,Moderate
477,4199,Moderate
1298,477,Moderate
3057,477,Major
179,477,Major
477,5824,Moderate
7459,477,Moderate
2361,477,Moderate
2186,477,Moderate
477,5812,Minor
3939,477,Major
189,477,Moderate
7212,477,Minor
1488,477,Moderate
2241,477,Moderate
477,2862,Moderate
5570,477,Moderate
8285,477,Moderate
4731,477,Moderate
1933,477,Moderate
9137,477,Moderate
984,477,Moderate
4361,477,Moderate
9108,477,Moderate
477,1980,Minor
477,7204,Moderate
302,477,Minor
477,422,Minor
7810,477,Moderate
4557,477,Moderate
497,477,Minor
6960,477,Minor
2083,477,Moderate
477,4998,Moderate
2305,477,Minor
477,692,Moderate
199,477,Moderate
6375,477,Moderate
173,477,Moderate
3783,477,Moderate
2211,477,Moderate
3265,477,Moderate
479,477,Moderate
527,477,Moderate
477,543,Moderate
205,477,Major
1604,477,Moderate
996,477,Moderate
490,477,Moderate
1250,477,Moderate
477,5597,Moderate
537,477,Moderate
5206,477,Moderate
6632,477,Moderate
1475,477,Moderate
477,4756,Minor
2025,477,Moderate
729,477,Minor
477,5224,Moderate
7639,477,Minor
2210,477,Moderate
191,477,Moderate
7798,477,Moderate
6136,477,Moderate
298,477,Moderate
477,8446,Moderate
1371,477,Moderate
477,1567,Moderate
477,1307,Major
477,3479,Major
581,477,Moderate
6690,477,Minor
4752,477,Minor
1317,477,Moderate
208,8619,Moderate
8619,179,Moderate
2361,8619,Moderate
8619,440,Moderate
217,8619,Moderate
8619,1221,Moderate
8619,1289,Moderate
8619,455,Moderate
2636,8619,Minor
8619,2211,Moderate
471,8619,Minor
7061,8619,Moderate
3650,8619,Moderate
8619,7501,Moderate
211,8619,Moderate
5797,8619,Moderate
4814,530,Major
3922,179,Moderate
3922,217,Minor
3922,455,Minor
3922,2211,Moderate
3922,7061,Major
3650,3922,Major
211,3922,Moderate
3512,1221,Minor
3512,2211,Moderate
562,179,Major
562,455,Moderate
5501,208,Minor
2871,4808,Moderate
2871,7900,Moderate
2871,7195,Minor
2871,1757,Major
2871,2575,Major
2871,511,Moderate
2871,1834,Moderate
2871,1289,Minor
2871,1311,Minor
2871,2171,Minor
2871,8666,Moderate
2871,7041,Major
2871,3398,Moderate
2871,5294,Moderate
2871,2119,Minor
2871,483,Minor
9320,7226,Moderate
9320,125,Moderate
9320,7900,Moderate
9320,1298,Moderate
9320,7195,Moderate
9320,7212,Moderate
9320,2575,Major
9320,1933,Minor
9320,511,Moderate
9320,2083,Moderate
9320,692,Moderate
9320,1221,Moderate
9320,8297,Minor
9320,2632,Moderate
9320,4223,Moderate
3981,9320,Moderate
9320,543,Moderate
9320,1604,Minor
9320,996,Minor
9320,7073,Moderate
9320,192,Moderate
9320,8216,Minor
9320,6632,Moderate
9320,5631,Moderate
9320,483,Minor
9320,6690,Minor
208,189,Minor
189,4406,Moderate
111,189,Moderate
189,1221,Moderate
189,2211,Moderate
189,471,Moderate
189,261,Moderate
621,189,Minor
189,1270,Moderate
189,1303,Moderate
189,3327,Moderate
189,5617,Moderate
189,2615,Moderate
189,720,Moderate
2119,189,Minor
189,5032,Moderate
4404,189,Moderate
7296,228,Moderate
4808,228,Moderate
7226,228,Moderate
125,228,Moderate
578,228,Moderate
7900,228,Moderate
228,3876,Moderate
1298,228,Moderate
179,228,Moderate
5824,228,Moderate
7459,228,Moderate
7899,228,Moderate
228,1353,Moderate
1888,228,Moderate
7195,228,Moderate
7212,228,Moderate
1458,228,Moderate
1484,228,Moderate
1488,228,Moderate
5822,228,Moderate
2241,228,Moderate
1267,228,Moderate
5570,228,Moderate
8285,228,Moderate
6990,228,Moderate
1933,228,Moderate
111,228,Moderate
7204,228,Moderate
842,228,Moderate
422,228,Moderate
511,228,Moderate
7810,228,Moderate
4557,228,Moderate
4803,228,Moderate
6720,228,Moderate
2083,228,Moderate
228,692,Moderate
1221,228,Moderate
8297,228,Moderate
228,3129,Moderate
2632,228,Moderate
199,228,Moderate
7086,228,Moderate
3536,228,Moderate
9524,228,Moderate
617,228,Moderate
7690,228,Moderate
999,228,Moderate
3265,228,Moderate
3981,228,Moderate
261,228,Moderate
543,228,Moderate
1000,228,Moderate
1019,228,Moderate
1604,228,Moderate
996,228,Moderate
490,228,Moderate
685,228,Moderate
7073,228,Moderate
192,228,Moderate
4612,228,Moderate
1250,228,Moderate
2171,228,Moderate
6636,228,Moderate
10218,228,Moderate
3933,228,Moderate
5206,228,Moderate
5617,228,Moderate
2615,228,Moderate
3050,228,Moderate
6632,228,Moderate
3910,228,Moderate
2025,228,Moderate
720,228,Moderate
3398,228,Moderate
729,228,Moderate
7639,228,Moderate
214,228,Moderate
970,228,Moderate
2210,228,Moderate
5631,228,Moderate
191,228,Moderate
2119,228,Moderate
6136,228,Moderate
166,228,Moderate
573,228,Moderate
298,228,Moderate
